shape,weight,area,d,b,t,y,yp,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,ro,H
DBL_L4X3X5_16SLBB,14.4,4.18,3.0,4.0,0.313,0.75,0.261,3.24,2.56,1.44,0.88,13.2,5.22,3.3,1.78,2.07,0.918
DBL_L4X3X5_16X3_8SLBB,14.4,4.18,3.0,4.0,0.313,0.75,0.261,3.24,2.56,1.44,0.88,15.2,6.01,3.63,1.91,2.19,0.926
DBL_L4X3X5_16X3_4SLBB,14.4,4.18,3.0,4.0,0.313,0.75,0.261,3.24,2.56,1.44,0.88,17.7,6.79,4.05,2.06,2.32,0.934
DBL_L4X3X1_4SLBB,11.6,3.38,3.0,4.0,0.25,0.725,0.211,2.66,2.06,1.17,0.887,10.5,4.12,2.62,1.76,2.06,0.915
DBL_L4X3X1_4X3_8SLBB,11.6,3.38,3.0,4.0,0.25,0.725,0.211,2.66,2.06,1.17,0.887,12.2,4.76,2.91,1.9,2.18,0.924
DBL_L4X3X1_4X3_4SLBB,11.6,3.38,3.0,4.0,0.25,0.725,0.211,2.66,2.06,1.17,0.887,14.1,5.39,3.22,2.04,2.31,0.932
DBL_L3_1_2X3X1_2SLBB,20.4,6.04,3.0,3.5,0.5,0.869,0.431,4.65,3.94,2.18,0.877,14.5,6.76,4.14,1.55,1.88,0.892
DBL_L3_1_2X3X1_2X3_8SLBB,20.4,6.04,3.0,3.5,0.5,0.869,0.431,4.65,3.94,2.18,0.877,17.3,7.9,4.69,1.69,2.0,0.904
DBL_L3_1_2X3X1_2X3_4SLBB,20.4,6.04,3.0,3.5,0.5,0.869,0.431,4.65,3.94,2.18,0.877,20.4,9.03,5.26,1.84,2.13,0.915
DBL_L3_1_2X3X7_16SLBB,18.2,5.34,3.0,3.5,0.438,0.846,0.381,4.18,3.49,1.94,0.885,12.7,5.82,3.63,1.54,1.88,0.889
DBL_L3_1_2X3X7_16X3_8SLBB,18.2,5.34,3.0,3.5,0.438,0.846,0.381,4.18,3.49,1.94,0.885,14.9,6.82,4.04,1.67,1.99,0.901
DBL_L3_1_2X3X7_16X3_4SLBB,18.2,5.34,3.0,3.5,0.438,0.846,0.381,4.18,3.49,1.94,0.885,17.7,7.82,4.57,1.82,2.12,0.912
DBL_L3_1_2X3X3_8SLBB,15.8,4.64,3.0,3.5,0.375,0.823,0.331,3.69,3.04,1.69,0.892,10.7,4.96,3.06,1.52,1.88,0.885
DBL_L3_1_2X3X3_8X3_8SLBB,15.8,4.64,3.0,3.5,0.375,0.823,0.331,3.69,3.04,1.69,0.892,12.8,5.83,3.47,1.66,1.99,0.898
DBL_L3_1_2X3X3_8X3_4SLBB,15.8,4.64,3.0,3.5,0.375,0.823,0.331,3.69,3.04,1.69,0.892,15.2,6.7,3.92,1.81,2.11,0.91
DBL_L3_1_2X3X5_16SLBB,13.2,3.9,3.0,3.5,0.313,0.798,0.279,3.16,2.56,1.44,0.9,8.89,4.1,2.54,1.51,1.87,0.883
DBL_L3_1_2X3X5_16X3_8SLBB,13.2,3.9,3.0,3.5,0.313,0.798,0.279,3.16,2.56,1.44,0.9,10.6,4.83,2.87,1.65,1.98,0.895
DBL_L3_1_2X3X5_16X3_4SLBB,13.2,3.9,3.0,3.5,0.313,0.798,0.279,3.16,2.56,1.44,0.9,12.5,5.56,3.23,1.79,2.11,0.907
DBL_L3_1_2X3X1_4SLBB,10.8,3.16,3.0,3.5,0.25,0.773,0.226,2.61,2.08,1.17,0.908,7.11,3.22,2.03,1.5,1.87,0.88
DBL_L3_1_2X3X1_4X3_8SLBB,10.8,3.16,3.0,3.5,0.25,0.773,0.226,2.61,2.08,1.17,0.908,8.4,3.82,2.28,1.63,1.98,0.893
DBL_L3_1_2X3X1_4X3_4SLBB,10.8,3.16,3.0,3.5,0.25,0.773,0.226,2.61,2.08,1.17,0.908,10.0,4.41,2.58,1.78,2.1,0.905
DBL_L3_1_2X2_1_2X1_2SLBB,18.8,5.54,2.5,3.5,0.5,0.701,0.396,2.72,2.78,1.51,0.701,14.5,6.65,4.14,1.62,1.82,0.938
DBL_L3_1_2X2_1_2X1_2X3_8SLBB,18.8,5.54,2.5,3.5,0.5,0.701,0.396,2.72,2.78,1.51,0.701,17.2,7.69,4.66,1.76,1.95,0.946
DBL_L3_1_2X2_1_2X1_2X3_4SLBB,18.8,5.54,2.5,3.5,0.5,0.701,0.396,2.72,2.78,1.51,0.701,20.2,8.73,5.21,1.91,2.08,0.953
DBL_L3_1_2X2_1_2X3_8SLBB,14.4,4.24,2.5,3.5,0.375,0.655,0.303,2.17,2.13,1.18,0.716,10.7,4.88,3.06,1.59,1.81,0.933
DBL_L3_1_2X2_1_2X3_8X3_8SLBB,14.4,4.24,2.5,3.5,0.375,0.655,0.303,2.17,2.13,1.18,0.716,12.7,5.67,3.44,1.73,1.93,0.941
DBL_L3_1_2X2_1_2X3_8X3_4SLBB,14.4,4.24,2.5,3.5,0.375,0.655,0.303,2.17,2.13,1.18,0.716,15.0,6.47,3.87,1.88,2.07,0.949
DBL_L3_1_2X2_1_2X5_16SLBB,12.2,3.58,2.5,3.5,0.313,0.632,0.256,1.87,1.8,1.0,0.723,8.94,4.05,2.55,1.58,1.8,0.93
DBL_L3_1_2X2_1_2X5_16X3_8SLBB,12.2,3.58,2.5,3.5,0.313,0.632,0.256,1.87,1.8,1.0,0.723,10.6,4.72,2.87,1.72,1.92,0.939
DBL_L3_1_2X2_1_2X5_16X3_4SLBB,12.2,3.58,2.5,3.5,0.313,0.632,0.256,1.87,1.8,1.0,0.723,12.5,5.39,3.23,1.87,2.06,0.947
DBL_L3_1_2X2_1_2X1_4SLBB,9.8,2.9,2.5,3.5,0.25,0.607,0.207,1.55,1.46,0.819,0.731,7.15,3.19,2.04,1.57,1.8,0.928
DBL_L3_1_2X2_1_2X1_4X3_8SLBB,9.8,2.9,2.5,3.5,0.25,0.607,0.207,1.55,1.46,0.819,0.731,8.38,3.73,2.27,1.7,1.92,0.937
DBL_L3_1_2X2_1_2X1_4X3_4SLBB,9.8,2.9,2.5,3.5,0.25,0.607,0.207,1.55,1.46,0.819,0.731,9.93,4.28,2.56,1.85,2.05,0.944
DBL_L3X2_1_2X1_2SLBB,17.0,5.0,2.5,3.0,0.5,0.746,0.417,2.58,2.68,1.47,0.718,9.11,4.97,3.04,1.35,1.61,0.905
DBL_L3X2_1_2X1_2X3_8SLBB,17.0,5.0,2.5,3.0,0.5,0.746,0.417,2.58,2.68,1.47,0.718,11.1,5.91,3.48,1.49,1.73,0.918
DBL_L3X2_1_2X1_2X3_4SLBB,17.0,5.0,2.5,3.0,0.5,0.746,0.417,2.58,2.68,1.47,0.718,13.4,6.85,3.97,1.64,1.86,0.929
DBL_L3X2_1_2X7_16SLBB,15.2,4.44,2.5,3.0,0.438,0.724,0.37,2.33,2.38,1.31,0.724,7.97,4.32,2.66,1.34,1.6,0.901
DBL_L3X2_1_2X7_16X3_8SLBB,15.2,4.44,2.5,3.0,0.438,0.724,0.37,2.33,2.38,1.31,0.724,9.73,5.15,3.05,1.48,1.72,0.914
DBL_L3X2_1_2X7_16X3_4SLBB,15.2,4.44,2.5,3.0,0.438,0.724,0.37,2.33,2.38,1.31,0.724,11.8,5.98,3.5,1.63,1.85,0.926
DBL_L3X2_1_2X3_8SLBB,13.2,3.86,2.5,3.0,0.375,0.701,0.322,2.06,2.07,1.15,0.731,6.73,3.66,2.24,1.32,1.6,0.897
DBL_L3X2_1_2X3_8X3_8SLBB,13.2,3.86,2.5,3.0,0.375,0.701,0.322,2.06,2.07,1.15,0.731,8.23,4.39,2.58,1.46,1.72,0.911
DBL_L3X2_1_2X3_8X3_4SLBB,13.2,3.86,2.5,3.0,0.375,0.701,0.322,2.06,2.07,1.15,0.731,10.0,5.11,2.96,1.61,1.85,0.923
DBL_L3X2_1_2X5_16SLBB,11.2,3.26,2.5,3.0,0.313,0.677,0.272,1.78,1.75,0.974,0.739,5.59,3.02,1.86,1.31,1.59,0.893
DBL_L3X2_1_2X5_16X3_8SLBB,11.2,3.26,2.5,3.0,0.313,0.677,0.272,1.78,1.75,0.974,0.739,6.85,3.63,2.15,1.45,1.71,0.907
DBL_L3X2_1_2X5_16X3_4SLBB,11.2,3.26,2.5,3.0,0.313,0.677,0.272,1.78,1.75,0.974,0.739,8.35,4.24,2.47,1.6,1.84,0.92
DBL_L3X2_1_2X1_4SLBB,9.0,2.64,2.5,3.0,0.25,0.653,0.22,1.47,1.41,0.794,0.746,4.46,2.38,1.49,1.3,1.59,0.89
DBL_L3X2_1_2X1_4X3_8SLBB,9.0,2.64,2.5,3.0,0.25,0.653,0.22,1.47,1.41,0.794,0.746,5.47,2.87,1.72,1.44,1.7,0.904
DBL_L3X2_1_2X1_4X3_4SLBB,9.0,2.64,2.5,3.0,0.25,0.653,0.22,1.47,1.41,0.794,0.746,6.59,3.37,1.95,1.58,1.83,0.917
DBL_L3X2_1_2X3_16SLBB,6.78,2.0,2.5,3.0,0.188,0.627,0.167,1.14,1.07,0.606,0.753,3.33,1.75,1.11,1.29,1.58,0.887
DBL_L3X2_1_2X3_16X3_8SLBB,6.78,2.0,2.5,3.0,0.188,0.627,0.167,1.14,1.07,0.606,0.753,4.03,2.12,1.26,1.42,1.7,0.901
DBL_L3X2_1_2X3_16X3_4SLBB,6.78,2.0,2.5,3.0,0.188,0.627,0.167,1.14,1.07,0.606,0.753,4.93,2.5,1.46,1.57,1.82,0.914
DBL_L3X2X1_2SLBB,15.4,4.52,2.0,3.0,0.5,0.58,0.377,1.33,1.77,0.94,0.543,9.11,4.88,3.04,1.42,1.55,0.955
DBL_L3X2X1_2X3_8SLBB,15.4,4.52,2.0,3.0,0.5,0.58,0.377,1.33,1.77,0.94,0.543,11.0,5.73,3.45,1.56,1.69,0.962
DBL_L3X2X1_2X3_4SLBB,15.4,4.52,2.0,3.0,0.5,0.58,0.377,1.33,1.77,0.94,0.543,13.4,6.58,3.97,1.72,1.83,0.968
DBL_L3X2X3_8SLBB,11.8,3.5,2.0,3.0,0.375,0.535,0.292,1.08,1.36,0.736,0.555,6.76,3.6,2.25,1.39,1.54,0.949
DBL_L3X2X3_8X3_8SLBB,11.8,3.5,2.0,3.0,0.375,0.535,0.292,1.08,1.36,0.736,0.555,8.3,4.26,2.6,1.54,1.67,0.957
DBL_L3X2X3_8X3_4SLBB,11.8,3.5,2.0,3.0,0.375,0.535,0.292,1.08,1.36,0.736,0.555,10.0,4.92,2.96,1.69,1.81,0.963
DBL_L3X2X5_16SLBB,10.0,2.96,2.0,3.0,0.313,0.511,0.247,0.935,1.14,0.628,0.562,5.64,2.99,1.88,1.38,1.53,0.946
DBL_L3X2X5_16X3_8SLBB,10.0,2.96,2.0,3.0,0.313,0.511,0.247,0.935,1.14,0.628,0.562,6.84,3.54,2.15,1.52,1.66,0.954
DBL_L3X2X5_16X3_4SLBB,10.0,2.96,2.0,3.0,0.313,0.511,0.247,0.935,1.14,0.628,0.562,8.26,4.1,2.45,1.67,1.8,0.961
DBL_L3X2X1_4SLBB,8.2,2.4,2.0,3.0,0.25,0.487,0.2,0.779,0.926,0.515,0.569,4.5,2.35,1.5,1.37,1.52,0.944
DBL_L3X2X1_4X3_8SLBB,8.2,2.4,2.0,3.0,0.25,0.487,0.2,0.779,0.926,0.515,0.569,5.47,2.8,1.72,1.51,1.65,0.952
DBL_L3X2X1_4X3_4SLBB,8.2,2.4,2.0,3.0,0.25,0.487,0.2,0.779,0.926,0.515,0.569,6.61,3.25,1.96,1.66,1.79,0.959
DBL_L3X2X3_16SLBB,6.14,1.83,2.0,3.0,0.188,0.462,0.153,0.61,0.703,0.396,0.577,3.34,1.75,1.11,1.35,1.52,0.941
DBL_L3X2X3_16X3_8SLBB,6.14,1.83,2.0,3.0,0.188,0.462,0.153,0.61,0.703,0.396,0.577,4.06,2.09,1.27,1.49,1.64,0.95
DBL_L3X2X3_16X3_4SLBB,6.14,1.83,2.0,3.0,0.188,0.462,0.153,0.61,0.703,0.396,0.577,4.92,2.43,1.46,1.64,1.78,0.957
DBL_L2_1_2X2X3_8SLBB,10.6,3.1,2.0,2.5,0.375,0.578,0.31,1.03,1.31,0.722,0.574,3.96,2.56,1.58,1.13,1.32,0.913
DBL_L2_1_2X2X3_8X3_8SLBB,10.6,3.1,2.0,2.5,0.375,0.578,0.31,1.03,1.31,0.722,0.574,5.0,3.14,1.86,1.27,1.45,0.927
DBL_L2_1_2X2X3_8X3_4SLBB,10.6,3.1,2.0,2.5,0.375,0.578,0.31,1.03,1.31,0.722,0.574,6.25,3.72,2.17,1.42,1.59,0.939
DBL_L2_1_2X2X5_16SLBB,9.0,2.64,2.0,2.5,0.313,0.555,0.264,0.891,1.11,0.617,0.581,3.31,2.12,1.32,1.12,1.32,0.909
DBL_L2_1_2X2X5_16X3_8SLBB,9.0,2.64,2.0,2.5,0.313,0.555,0.264,0.891,1.11,0.617,0.581,4.19,2.61,1.56,1.26,1.44,0.923
DBL_L2_1_2X2X5_16X3_4SLBB,9.0,2.64,2.0,2.5,0.313,0.555,0.264,0.891,1.11,0.617,0.581,5.25,3.11,1.83,1.41,1.58,0.936
DBL_L2_1_2X2X1_4SLBB,7.24,2.14,2.0,2.5,0.25,0.532,0.214,0.744,0.909,0.507,0.589,2.59,1.67,1.04,1.1,1.32,0.904
DBL_L2_1_2X2X1_4X3_8SLBB,7.24,2.14,2.0,2.5,0.25,0.532,0.214,0.744,0.909,0.507,0.589,3.29,2.07,1.22,1.24,1.43,0.92
DBL_L2_1_2X2X1_4X3_4SLBB,7.24,2.14,2.0,2.5,0.25,0.532,0.214,0.744,0.909,0.507,0.589,4.13,2.47,1.44,1.39,1.57,0.933
DBL_L2_1_2X2X3_16SLBB,5.5,1.64,2.0,2.5,0.188,0.508,0.164,0.583,0.695,0.391,0.597,1.95,1.23,0.78,1.09,1.31,0.901
DBL_L2_1_2X2X3_16X3_8SLBB,5.5,1.64,2.0,2.5,0.188,0.508,0.164,0.583,0.695,0.391,0.597,2.48,1.54,0.923,1.23,1.43,0.916
DBL_L2_1_2X2X3_16X3_4SLBB,5.5,1.64,2.0,2.5,0.188,0.508,0.164,0.583,0.695,0.391,0.597,3.12,1.85,1.09,1.38,1.56,0.929
DBL_L2_1_2X1_1_2X1_4SLBB,6.38,1.89,1.5,2.5,0.25,0.372,0.189,0.316,0.522,0.28,0.409,2.59,1.64,1.04,1.17,1.264,0.962
DBL_L2_1_2X1_1_2X1_4X3_8SLBB,6.38,1.89,1.5,2.5,0.25,0.372,0.189,0.316,0.522,0.28,0.409,3.29,2.0,1.22,1.32,1.399,0.969
DBL_L2_1_2X1_1_2X1_4X3_4SLBB,6.38,1.89,1.5,2.5,0.25,0.372,0.189,0.316,0.522,0.28,0.409,4.08,2.35,1.42,1.47,1.545,0.975
DBL_L2_1_2X1_1_2X3_16SLBB,4.88,1.45,1.5,2.5,0.188,0.347,0.145,0.249,0.396,0.216,0.416,1.95,1.21,0.78,1.16,1.258,0.959
DBL_L2_1_2X1_1_2X3_16X3_8SLBB,4.88,1.45,1.5,2.5,0.188,0.347,0.145,0.249,0.396,0.216,0.416,2.45,1.49,0.912,1.3,1.39,0.967
DBL_L2_1_2X1_1_2X3_16X3_4SLBB,4.88,1.45,1.5,2.5,0.188,0.347,0.145,0.249,0.396,0.216,0.416,3.09,1.76,1.07,1.46,1.534,0.973
